Case ID;Activity;Start;Complete;Rolle
Incident1184;Incident logging;2016/01/04 13:01:44.000;2016/01/04 13:15:44.000;Agent
Incident1184;Incident classification;2016/01/04 13:16:44.000;2016/01/04 13:22:44.000;Agent
Incident1184;Initial diagnosis;2016/01/04 13:28:44.000;2016/01/04 13:34:44.000;Agent
Incident1184;Resolution and recovery;2016/01/04 16:41:44.000;2016/01/04 17:11:44.000;Agent
Incident1184;Incident closure;2016/01/04 17:14:44.000;2016/01/04 17:27:44.000;Agent
Incident1185;Incident logging;2016/01/04 13:12:44.000;2016/01/04 13:21:44.000;Agent
Incident1185;Incident classification;2016/01/04 13:22:44.000;2016/01/04 13:27:44.000;Agent
Incident1185;Initial diagnosis;2016/01/04 13:33:44.000;2016/01/04 13:42:44.000;Agent
Incident1185;Resolution and recovery;2016/01/04 18:17:44.000;2016/01/04 19:02:44.000;Agent
Incident1185;Incident closure;2016/01/04 19:04:44.000;2016/01/04 19:10:44.000;Agent
Incident1186;Incident logging;2016/01/04 11:35:44.000;2016/01/04 11:40:44.000;Agent
Incident1186;Incident classification;2016/01/04 11:41:44.000;2016/01/04 11:41:44.000;Agent
Incident1186;Initial diagnosis;2016/01/04 11:46:44.000;2016/01/04 12:04:44.000;Agent
Incident1186;Functional escalation;2016/01/04 12:06:44.000;2016/01/04 12:11:44.000;Agent
Incident1186;Investigation and diagnosis;2016/01/04 20:18:44.000;2016/01/05 02:53:44.000;Special Agent
Incident1186;Initial diagnosis;2016/01/05 04:01:44.000;2016/01/05 04:06:44.000;Agent
Incident1186;Resolution and recovery;2016/01/05 09:41:44.000;2016/01/05 10:33:44.000;Agent
Incident1186;Incident closure;2016/01/05 10:34:44.000;2016/01/05 10:51:44.000;Agent
Incident1187;Incident logging;2016/01/04 12:42:44.000;2016/01/04 12:43:44.000;Agent
Incident1187;Incident classification;2016/01/04 12:43:44.000;2016/01/04 12:49:44.000;Agent
Incident1187;Initial diagnosis;2016/01/04 12:57:44.000;2016/01/04 13:01:44.000;Agent
Incident1187;Incident closure;2016/01/04 15:03:44.000;2016/01/04 15:09:44.000;Agent
Incident1188;Incident logging;2016/01/04 14:08:44.000;2016/01/04 14:17:44.000;Agent
Incident1188;Incident classification;2016/01/04 14:19:44.000;2016/01/04 14:23:44.000;Agent
Incident1188;Initial diagnosis;2016/01/04 14:33:44.000;2016/01/04 14:39:44.000;Agent
Incident1188;Incident closure;2016/01/04 16:40:44.000;2016/01/04 16:48:44.000;Agent
Incident1189;Incident logging;2016/01/04 14:17:44.000;2016/01/04 14:29:44.000;Agent
Incident1189;Incident classification;2016/01/04 14:30:44.000;2016/01/04 14:37:44.000;Agent
Incident1189;Initial diagnosis;2016/01/04 14:48:44.000;2016/01/04 14:55:44.000;Agent
Incident1189;Resolution and recovery;2016/01/04 18:56:44.000;2016/01/04 20:05:44.000;Agent
Incident1189;Incident closure;2016/01/04 20:06:44.000;2016/01/04 20:28:44.000;Agent
Incident1190;Incident logging;2016/01/04 14:15:44.000;2016/01/04 14:26:44.000;Agent
Incident1190;Incident classification;2016/01/04 14:26:44.000;2016/01/04 14:29:44.000;Agent
Incident1190;Initial diagnosis;2016/01/04 14:40:44.000;2016/01/04 14:42:44.000;Agent
Incident1190;Incident closure;2016/01/04 16:45:44.000;2016/01/04 16:48:44.000;Agent
Incident1191;Incident logging;2016/01/04 13:16:44.000;2016/01/04 13:30:44.000;Agent
Incident1191;Incident classification;2016/01/04 13:32:44.000;2016/01/04 13:38:44.000;Agent
Incident1191;Initial diagnosis;2016/01/04 13:40:44.000;2016/01/04 13:51:44.000;Agent
Incident1191;Functional escalation;2016/01/04 13:57:44.000;2016/01/04 14:05:44.000;Agent
Incident1191;Investigation and diagnosis;2016/01/04 21:08:44.000;2016/01/05 02:57:44.000;Special Agent
Incident1191;Initial diagnosis;2016/01/05 04:04:44.000;2016/01/05 04:09:44.000;Agent
Incident1191;Functional escalation;2016/01/05 04:12:44.000;2016/01/05 04:18:44.000;Agent
Incident1191;Investigation and diagnosis;2016/01/05 18:38:44.000;2016/01/05 23:17:44.000;Special Agent
Incident1191;Resolution and recovery;2016/01/06 01:18:44.000;2016/01/06 01:44:44.000;Agent
Incident1191;Incident closure;2016/01/06 01:44:44.000;2016/01/06 01:54:44.000;Agent
Incident1192;Incident logging;2016/01/04 12:12:44.000;2016/01/04 12:25:44.000;Agent
Incident1192;Incident classification;2016/01/04 12:26:44.000;2016/01/04 12:27:44.000;Agent
Incident1192;Initial diagnosis;2016/01/04 12:33:44.000;2016/01/04 12:49:44.000;Agent
Incident1192;Resolution and recovery;2016/01/04 15:53:44.000;2016/01/04 16:32:44.000;Agent
Incident1192;Incident closure;2016/01/04 16:36:44.000;2016/01/04 16:48:44.000;Agent
Incident1193;Incident logging;2016/01/04 13:06:44.000;2016/01/04 13:19:44.000;Agent
Incident1193;Incident classification;2016/01/04 13:21:44.000;2016/01/04 13:31:44.000;Agent
Incident1193;Initial diagnosis;2016/01/04 13:35:44.000;2016/01/04 13:40:44.000;Agent
Incident1193;Functional escalation;2016/01/04 13:40:44.000;2016/01/04 13:47:44.000;Agent
Incident1193;Investigation and diagnosis;2016/01/05 03:20:44.000;2016/01/05 10:32:44.000;Special Agent
Incident1193;Resolution and recovery;2016/01/05 13:44:44.000;2016/01/05 14:19:44.000;Agent
Incident1193;Incident closure;2016/01/05 14:20:44.000;2016/01/05 14:26:44.000;Agent
Incident1194;Incident logging;2016/01/04 11:38:44.000;2016/01/04 11:43:44.000;Agent
Incident1194;Incident classification;2016/01/04 11:44:44.000;2016/01/04 11:48:44.000;Agent
Incident1194;Initial diagnosis;2016/01/04 11:56:44.000;2016/01/04 11:59:44.000;Agent
Incident1194;Functional escalation;2016/01/04 12:03:44.000;2016/01/04 12:10:44.000;Agent
Incident1194;Investigation and diagnosis;2016/01/05 03:47:44.000;2016/01/05 07:47:44.000;Special Agent
Incident1194;Initial diagnosis;2016/01/05 09:02:44.000;2016/01/05 09:07:44.000;Agent
Incident1194;Functional escalation;2016/01/05 09:10:44.000;2016/01/05 09:12:44.000;Agent
Incident1194;Investigation and diagnosis;2016/01/06 00:10:44.000;2016/01/06 04:03:44.000;Special Agent
Incident1194;Resolution and recovery;2016/01/06 08:09:44.000;2016/01/06 08:40:44.000;Agent
Incident1194;Incident closure;2016/01/06 08:40:44.000;2016/01/06 09:05:44.000;Agent
Incident1195;Incident logging;2016/01/04 12:14:44.000;2016/01/04 12:16:44.000;Agent
Incident1195;Incident classification;2016/01/04 12:17:44.000;2016/01/04 12:17:44.000;Agent
Incident1195;Initial diagnosis;2016/01/04 12:26:44.000;2016/01/04 12:35:44.000;Agent
Incident1195;Resolution and recovery;2016/01/04 15:57:44.000;2016/01/04 16:29:44.000;Agent
Incident1195;Incident closure;2016/01/04 16:32:44.000;2016/01/04 16:47:44.000;Agent
Incident1196;Incident logging;2016/01/04 12:52:44.000;2016/01/04 13:11:44.000;Agent
Incident1196;Incident classification;2016/01/04 13:12:44.000;2016/01/04 13:14:44.000;Agent
Incident1196;Initial diagnosis;2016/01/04 13:21:44.000;2016/01/04 13:29:44.000;Agent
Incident1196;Functional escalation;2016/01/04 13:33:44.000;2016/01/04 13:34:44.000;Agent
Incident1196;Investigation and diagnosis;2016/01/05 03:24:44.000;2016/01/05 11:15:44.000;Special Agent
Incident1196;Resolution and recovery;2016/01/05 13:54:44.000;2016/01/05 13:55:44.000;Agent
Incident1196;Incident closure;2016/01/05 13:55:44.000;2016/01/05 14:10:44.000;Agent
Incident1197;Incident logging;2016/01/04 12:14:44.000;2016/01/04 12:16:44.000;Agent
Incident1197;Incident classification;2016/01/04 12:16:44.000;2016/01/04 12:16:44.000;Agent
Incident1197;Initial diagnosis;2016/01/04 12:26:44.000;2016/01/04 12:30:44.000;Agent
Incident1197;Functional escalation;2016/01/04 12:34:44.000;2016/01/04 12:39:44.000;Agent
Incident1197;Investigation and diagnosis;2016/01/05 04:42:44.000;2016/01/05 11:39:44.000;Special Agent
Incident1197;Incident closure;2016/01/05 13:40:44.000;2016/01/05 13:58:44.000;Agent
Incident1198;Incident logging;2016/01/04 13:06:44.000;2016/01/04 13:34:44.000;Agent
Incident1198;Incident classification;2016/01/04 13:34:44.000;2016/01/04 13:39:44.000;Agent
Incident1198;Initial diagnosis;2016/01/04 13:42:44.000;2016/01/04 13:57:44.000;Agent
Incident1198;Incident closure;2016/01/04 15:58:44.000;2016/01/04 16:16:44.000;Agent
Incident1199;Incident logging;2016/01/04 12:21:44.000;2016/01/04 12:46:44.000;Agent
Incident1199;Incident classification;2016/01/04 12:46:44.000;2016/01/04 12:51:44.000;Agent
Incident1199;Initial diagnosis;2016/01/04 13:03:44.000;2016/01/04 13:13:44.000;Agent
Incident1199;Resolution and recovery;2016/01/04 19:20:44.000;2016/01/04 19:49:44.000;Agent
Incident1199;Incident closure;2016/01/04 19:50:44.000;2016/01/04 20:10:44.000;Agent
Incident1200;Incident logging;2016/01/04 12:39:44.000;2016/01/04 12:52:44.000;Agent
Incident1200;Incident classification;2016/01/04 12:52:44.000;2016/01/04 12:55:44.000;Agent
Incident1200;Initial diagnosis;2016/01/04 13:04:44.000;2016/01/04 13:17:44.000;Agent
Incident1200;Functional escalation;2016/01/04 13:21:44.000;2016/01/04 13:26:44.000;Agent
Incident1200;Investigation and diagnosis;2016/01/05 04:16:44.000;2016/01/05 06:44:44.000;Special Agent
Incident1200;Resolution and recovery;2016/01/05 09:52:44.000;2016/01/05 10:46:44.000;Agent
Incident1200;Incident closure;2016/01/05 10:48:44.000;2016/01/05 11:07:44.000;Agent
Incident1201;Incident logging;2016/01/04 12:39:44.000;2016/01/04 12:49:44.000;Agent
Incident1201;Incident classification;2016/01/04 12:50:44.000;2016/01/04 12:57:44.000;Agent
Incident1201;Initial diagnosis;2016/01/04 13:03:44.000;2016/01/04 13:08:44.000;Agent
Incident1201;Resolution and recovery;2016/01/04 16:12:44.000;2016/01/04 16:21:44.000;Agent
Incident1201;Incident closure;2016/01/04 16:22:44.000;2016/01/04 16:26:44.000;Agent
Incident1202;Incident logging;2016/01/04 12:43:44.000;2016/01/04 12:46:44.000;Agent
Incident1202;Incident classification;2016/01/04 12:47:44.000;2016/01/04 12:53:44.000;Agent
Incident1202;Initial diagnosis;2016/01/04 13:01:44.000;2016/01/04 13:12:44.000;Agent
Incident1202;Functional escalation;2016/01/04 13:13:44.000;2016/01/04 13:17:44.000;Agent
Incident1202;Investigation and diagnosis;2016/01/05 04:25:44.000;2016/01/05 10:27:44.000;Special Agent
Incident1202;Initial diagnosis;2016/01/05 11:32:44.000;2016/01/05 11:42:44.000;Agent
Incident1202;Functional escalation;2016/01/05 11:46:44.000;2016/01/05 11:48:44.000;Agent
Incident1202;Investigation and diagnosis;2016/01/05 23:43:44.000;2016/01/06 05:08:44.000;Special Agent
Incident1202;Resolution and recovery;2016/01/06 11:57:44.000;2016/01/06 13:12:44.000;Agent
Incident1202;Incident closure;2016/01/06 13:12:44.000;2016/01/06 13:31:44.000;Agent
Incident1203;Incident logging;2016/01/04 12:42:44.000;2016/01/04 12:47:44.000;Agent
Incident1203;Incident classification;2016/01/04 12:48:44.000;2016/01/04 12:56:44.000;Agent
Incident1203;Initial diagnosis;2016/01/04 13:00:44.000;2016/01/04 13:12:44.000;Agent
Incident1203;Resolution and recovery;2016/01/04 17:17:44.000;2016/01/04 17:17:44.000;Agent
Incident1203;Incident closure;2016/01/04 17:18:44.000;2016/01/04 17:36:44.000;Agent
Incident1204;Incident logging;2016/01/04 13:02:44.000;2016/01/04 13:10:44.000;Agent
Incident1204;Incident classification;2016/01/04 13:13:44.000;2016/01/04 13:16:44.000;Agent
Incident1204;Initial diagnosis;2016/01/04 13:21:44.000;2016/01/04 13:28:44.000;Agent
Incident1204;Resolution and recovery;2016/01/04 17:00:44.000;2016/01/04 17:35:44.000;Agent
Incident1204;Incident closure;2016/01/04 17:35:44.000;2016/01/04 18:01:44.000;Agent
Incident1205;Incident logging;2016/01/04 15:01:44.000;2016/01/04 15:01:44.000;Agent
Incident1205;Incident classification;2016/01/04 15:04:44.000;2016/01/04 15:11:44.000;Agent
Incident1205;Initial diagnosis;2016/01/04 15:17:44.000;2016/01/04 15:26:44.000;Agent
Incident1205;Resolution and recovery;2016/01/04 18:56:44.000;2016/01/04 19:37:44.000;Agent
Incident1205;Incident closure;2016/01/04 19:38:44.000;2016/01/04 19:58:44.000;Agent
Incident1206;Incident logging;2016/01/04 12:21:44.000;2016/01/04 12:22:44.000;Agent
Incident1206;Incident classification;2016/01/04 12:22:44.000;2016/01/04 12:25:44.000;Agent
Incident1206;Initial diagnosis;2016/01/04 12:25:44.000;2016/01/04 12:34:44.000;Agent
Incident1206;Resolution and recovery;2016/01/04 14:33:44.000;2016/01/04 14:57:44.000;Agent
Incident1206;Incident closure;2016/01/04 14:57:44.000;2016/01/04 15:08:44.000;Agent
Incident1207;Incident logging;2016/01/04 14:04:44.000;2016/01/04 14:21:44.000;Agent
Incident1207;Incident classification;2016/01/04 14:23:44.000;2016/01/04 14:28:44.000;Agent
Incident1207;Initial diagnosis;2016/01/04 14:41:44.000;2016/01/04 14:44:44.000;Agent
Incident1207;Functional escalation;2016/01/04 14:51:44.000;2016/01/04 14:54:44.000;Agent
Incident1207;Investigation and diagnosis;2016/01/04 19:19:44.000;2016/01/05 05:21:44.000;Special Agent
Incident1207;Resolution and recovery;2016/01/05 09:10:44.000;2016/01/05 09:10:44.000;Agent
Incident1207;Incident closure;2016/01/05 09:11:44.000;2016/01/05 09:25:44.000;Agent
Incident1208;Incident logging;2016/01/04 14:27:44.000;2016/01/04 14:36:44.000;Agent
Incident1208;Incident classification;2016/01/04 14:38:44.000;2016/01/04 14:43:44.000;Agent
Incident1208;Initial diagnosis;2016/01/04 14:53:44.000;2016/01/04 15:03:44.000;Agent
Incident1208;Resolution and recovery;2016/01/04 18:01:44.000;2016/01/04 18:57:44.000;Agent
Incident1208;Incident closure;2016/01/04 18:57:44.000;2016/01/04 19:26:44.000;Agent
Incident1209;Incident logging;2016/01/04 13:09:44.000;2016/01/04 13:09:44.000;Agent
Incident1209;Incident classification;2016/01/04 13:11:44.000;2016/01/04 13:14:44.000;Agent
Incident1209;Initial diagnosis;2016/01/04 13:19:44.000;2016/01/04 13:22:44.000;Agent
Incident1209;Resolution and recovery;2016/01/04 18:05:44.000;2016/01/04 18:05:44.000;Agent
Incident1209;Incident closure;2016/01/04 18:06:44.000;2016/01/04 18:12:44.000;Agent
Incident1210;Incident logging;2016/01/04 14:16:44.000;2016/01/04 14:24:44.000;Agent
Incident1210;Incident classification;2016/01/04 14:24:44.000;2016/01/04 14:30:44.000;Agent
Incident1210;Initial diagnosis;2016/01/04 14:38:44.000;2016/01/04 14:51:44.000;Agent
Incident1210;Resolution and recovery;2016/01/04 17:42:44.000;2016/01/04 18:14:44.000;Agent
Incident1210;Incident closure;2016/01/04 18:16:44.000;2016/01/04 18:35:44.000;Agent
Incident1211;Incident logging;2016/01/04 12:36:44.000;2016/01/04 12:48:44.000;Agent
Incident1211;Incident classification;2016/01/04 12:48:44.000;2016/01/04 12:48:44.000;Agent
Incident1211;Initial diagnosis;2016/01/04 12:53:44.000;2016/01/04 12:53:44.000;Agent
Incident1211;Functional escalation;2016/01/04 12:53:44.000;2016/01/04 12:57:44.000;Agent
Incident1211;Investigation and diagnosis;2016/01/04 19:38:44.000;2016/01/05 03:26:44.000;Special Agent
Incident1211;Initial diagnosis;2016/01/05 04:32:44.000;2016/01/05 04:35:44.000;Agent
Incident1211;Functional escalation;2016/01/05 04:37:44.000;2016/01/05 04:44:44.000;Agent
Incident1211;Investigation and diagnosis;2016/01/05 18:36:44.000;2016/01/05 19:09:44.000;Special Agent
Incident1211;Resolution and recovery;2016/01/05 22:19:44.000;2016/01/05 23:03:44.000;Agent
Incident1211;Incident closure;2016/01/05 23:04:44.000;2016/01/05 23:16:44.000;Agent
Incident1212;Incident logging;2016/01/04 14:44:44.000;2016/01/04 14:48:44.000;Agent
Incident1212;Incident classification;2016/01/04 14:48:44.000;2016/01/04 14:53:44.000;Agent
Incident1212;Initial diagnosis;2016/01/04 15:05:44.000;2016/01/04 15:11:44.000;Agent
Incident1212;Resolution and recovery;2016/01/04 18:04:44.000;2016/01/04 18:43:44.000;Agent
Incident1212;Incident closure;2016/01/04 18:43:44.000;2016/01/04 19:00:44.000;Agent
Incident1213;Incident logging;2016/01/04 13:33:44.000;2016/01/04 13:50:44.000;Agent
Incident1213;Incident classification;2016/01/04 13:50:44.000;2016/01/04 13:56:44.000;Agent
Incident1213;Initial diagnosis;2016/01/04 14:04:44.000;2016/01/04 14:17:44.000;Agent
Incident1213;Resolution and recovery;2016/01/04 18:15:44.000;2016/01/04 19:06:44.000;Agent
Incident1213;Incident closure;2016/01/04 19:07:44.000;2016/01/04 19:16:44.000;Agent
Incident1214;Incident logging;2016/01/04 13:11:44.000;2016/01/04 13:23:44.000;Agent
Incident1214;Incident classification;2016/01/04 13:25:44.000;2016/01/04 13:25:44.000;Agent
Incident1214;Initial diagnosis;2016/01/04 13:31:44.000;2016/01/04 13:37:44.000;Agent
Incident1214;Incident closure;2016/01/04 15:38:44.000;2016/01/04 15:50:44.000;Agent
Incident1215;Incident logging;2016/01/04 11:54:44.000;2016/01/04 12:05:44.000;Agent
Incident1215;Incident classification;2016/01/04 12:06:44.000;2016/01/04 12:09:44.000;Agent
Incident1215;Initial diagnosis;2016/01/04 12:13:44.000;2016/01/04 12:25:44.000;Agent
Incident1215;Resolution and recovery;2016/01/04 16:31:44.000;2016/01/04 17:08:44.000;Agent
Incident1215;Incident closure;2016/01/04 17:10:44.000;2016/01/04 17:18:44.000;Agent
Incident1216;Incident logging;2016/01/04 12:50:44.000;2016/01/04 13:01:44.000;Agent
Incident1216;Incident classification;2016/01/04 13:02:44.000;2016/01/04 13:05:44.000;Agent
Incident1216;Initial diagnosis;2016/01/04 13:11:44.000;2016/01/04 13:18:44.000;Agent
Incident1216;Resolution and recovery;2016/01/04 15:49:44.000;2016/01/04 16:09:44.000;Agent
Incident1216;Incident closure;2016/01/04 16:09:44.000;2016/01/04 16:20:44.000;Agent
Incident1217;Incident logging;2016/01/04 11:20:44.000;2016/01/04 11:33:44.000;Agent
Incident1217;Incident classification;2016/01/04 11:35:44.000;2016/01/04 11:37:44.000;Agent
Incident1217;Initial diagnosis;2016/01/04 11:41:44.000;2016/01/04 11:49:44.000;Agent
Incident1217;Resolution and recovery;2016/01/04 18:03:44.000;2016/01/04 18:30:44.000;Agent
Incident1217;Incident closure;2016/01/04 18:30:44.000;2016/01/04 18:53:44.000;Agent
Incident1218;Incident logging;2016/01/04 11:37:44.000;2016/01/04 11:47:44.000;Agent
Incident1218;Incident classification;2016/01/04 11:49:44.000;2016/01/04 11:55:44.000;Agent
Incident1218;Initial diagnosis;2016/01/04 12:03:44.000;2016/01/04 12:09:44.000;Agent
Incident1218;Resolution and recovery;2016/01/04 16:21:44.000;2016/01/04 17:06:44.000;Agent
Incident1218;Incident closure;2016/01/04 17:07:44.000;2016/01/04 17:18:44.000;Agent
Incident1219;Incident logging;2016/01/04 13:53:44.000;2016/01/04 13:53:44.000;Agent
Incident1219;Incident classification;2016/01/04 13:53:44.000;2016/01/04 14:01:44.000;Agent
Incident1219;Initial diagnosis;2016/01/04 14:05:44.000;2016/01/04 14:11:44.000;Agent
Incident1219;Functional escalation;2016/01/04 14:11:44.000;2016/01/04 14:16:44.000;Agent
Incident1219;Investigation and diagnosis;2016/01/05 09:57:44.000;2016/01/05 19:16:44.000;Special Agent
Incident1219;Initial diagnosis;2016/01/05 20:26:44.000;2016/01/05 20:30:44.000;Agent
Incident1219;Incident closure;2016/01/05 22:32:44.000;2016/01/05 22:54:44.000;Agent
Incident1220;Incident logging;2016/01/04 14:07:44.000;2016/01/04 14:11:44.000;Agent
Incident1220;Incident classification;2016/01/04 14:12:44.000;2016/01/04 14:16:44.000;Agent
Incident1220;Initial diagnosis;2016/01/04 14:30:44.000;2016/01/04 14:36:44.000;Agent
Incident1220;Resolution and recovery;2016/01/04 17:20:44.000;2016/01/04 17:36:44.000;Agent
Incident1220;Incident closure;2016/01/04 17:37:44.000;2016/01/04 17:58:44.000;Agent
Incident1221;Incident logging;2016/01/04 13:53:44.000;2016/01/04 13:53:44.000;Agent
Incident1221;Incident classification;2016/01/04 13:53:44.000;2016/01/04 13:53:44.000;Agent
Incident1221;Initial diagnosis;2016/01/04 14:00:44.000;2016/01/04 14:11:44.000;Agent
Incident1221;Resolution and recovery;2016/01/04 19:58:44.000;2016/01/04 20:00:44.000;Agent
